,tripId,deadline,inputs,action,reward
428,30,36,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",,0.0
429,30,35,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",,0.0
430,30,34,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,2.0
431,30,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
432,30,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
433,30,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
434,30,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
435,30,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'right', 'left': None}",right,2.0
436,30,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",forward,2.0
437,30,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
438,30,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",forward,2.0
439,30,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",,0.0
440,30,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
441,30,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
442,30,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
443,30,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
444,30,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,12.0
445,31,45,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 45, 'waypoint': 'left', 'left': 'left'}",,0.0
446,31,44,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 44, 'waypoint': 'left', 'left': 'left'}",forward,-0.5
447,31,43,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 43, 'waypoint': 'left', 'left': None}",,0.0
448,31,42,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 42, 'waypoint': 'left', 'left': None}",,0.0
449,31,41,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 41, 'waypoint': 'left', 'left': None}",left,2.0
450,31,40,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 40, 'waypoint': 'forward', 'left': None}",forward,2.0
451,31,39,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",forward,2.0
452,31,38,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",forward,2.0
453,31,37,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",forward,2.0
454,31,36,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",forward,2.0
455,31,35,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",,0.0
456,31,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",,0.0
457,31,33,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",forward,2.0
458,31,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'right', 'left': None}",right,12.0
459,32,20,"{'right': None, 'light': 'green', 'oncoming': 'left', 'deadline': 20, 'waypoint': 'right', 'left': None}",,0.0
460,32,19,"{'right': None, 'light': 'green', 'oncoming': 'left', 'deadline': 19, 'waypoint': 'right', 'left': None}",forward,-0.5
461,32,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'right', 'left': None}",right,2.0
462,32,17,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",forward,2.0
463,32,16,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 16, 'waypoint': 'left', 'left': None}",left,2.0
464,32,15,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",,0.0
465,32,14,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",,0.0
466,32,13,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 13, 'waypoint': 'forward', 'left': None}",,0.0
467,32,12,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 12, 'waypoint': 'forward', 'left': None}",,0.0
468,32,11,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 11, 'waypoint': 'forward', 'left': None}",,0.0
469,32,10,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 10, 'waypoint': 'forward', 'left': None}",forward,2.0
470,32,9,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 9, 'waypoint': 'forward', 'left': None}",forward,12.0
471,33,30,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 30, 'waypoint': 'right', 'left': None}",right,2.0
472,33,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'left', 'left': None}",left,2.0
473,33,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",forward,2.0
474,33,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
475,33,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
476,33,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",,0.0
477,33,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,2.0
478,33,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",forward,2.0
479,33,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
480,33,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
481,33,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,12.0
482,34,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",,0.0
483,34,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
484,34,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
485,34,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",forward,2.0
486,34,21,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",forward,2.0
487,34,20,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 20, 'waypoint': 'right', 'left': None}",right,2.0
488,34,19,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",,0.0
489,34,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",,0.0
490,34,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
491,34,16,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",forward,2.0
492,34,15,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",,0.0
493,34,14,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",,0.0
494,34,13,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 13, 'waypoint': 'forward', 'left': None}",forward,12.0
495,35,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'right', 'left': None}",right,2.0
496,35,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'right', 'left': None}",right,2.0
497,35,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
498,35,27,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",forward,2.0
499,35,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'right', 'left': None}",right,2.0
500,35,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
501,35,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,2.0
502,35,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
503,35,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",forward,2.0
504,35,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
505,35,20,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",,0.0
506,35,19,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",,0.0
507,35,18,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",forward,12.0
508,36,25,"{'right': None, 'light': 'red', 'oncoming': 'forward', 'deadline': 25, 'waypoint': 'forward', 'left': None}",right,-0.5
509,36,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'left', 'left': None}",,0.0
510,36,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'left', 'left': None}",,0.0
511,36,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'left', 'left': None}",,0.0
512,36,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'left', 'left': None}",,0.0
513,36,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'left', 'left': None}",left,2.0
514,36,19,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",,0.0
515,36,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",,0.0
516,36,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
517,36,16,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",forward,2.0
518,36,15,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 15, 'waypoint': 'right', 'left': None}",right,2.0
519,36,14,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",forward,12.0
520,37,30,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 30, 'waypoint': 'left', 'left': None}",,0.0
521,37,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'left', 'left': None}",,0.0
522,37,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'left', 'left': None}",,0.0
523,37,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'left', 'left': None}",,0.0
524,37,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'left', 'left': None}",left,2.0
525,37,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
526,37,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
527,37,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
528,37,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",forward,2.0
529,37,21,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",forward,2.0
530,37,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,2.0
531,37,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'right', 'left': None}",right,12.0
532,38,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'left', 'left': None}",left,2.0
533,38,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,2.0
534,38,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'right', 'left': None}",right,2.0
535,38,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
536,38,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
537,38,20,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",,0.0
538,38,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",forward,2.0
539,38,18,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",forward,12.0
540,39,40,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 40, 'waypoint': 'right', 'left': None}",right,2.0
541,39,39,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 39, 'waypoint': 'right', 'left': None}",right,2.0
542,39,38,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",forward,2.0
543,39,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
544,39,36,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",forward,2.0
545,39,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
546,39,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",,0.0
547,39,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
548,39,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
549,39,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
550,39,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
551,39,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'left', 'left': None}",left,2.0
552,39,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
553,39,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
554,39,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
555,39,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",,0.0
556,39,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,12.0
557,40,40,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 40, 'waypoint': 'right', 'left': None}",right,2.0
558,40,39,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",forward,2.0
559,40,38,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",forward,2.0
560,40,37,"{'right': None, 'light': 'green', 'oncoming': 'right', 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
561,40,36,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",forward,2.0
562,40,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
563,40,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",,0.0
564,40,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
565,40,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
566,40,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
567,40,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
568,40,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
569,40,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",forward,2.0
570,40,27,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 27, 'waypoint': 'right', 'left': None}",right,12.0
571,41,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'left', 'left': None}",left,2.0
572,41,34,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,2.0
573,41,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
574,41,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
575,41,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
576,41,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
577,41,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
578,41,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
579,41,27,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",forward,2.0
580,41,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",forward,2.0
581,41,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'right', 'left': None}",right,2.0
582,41,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,12.0
583,42,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'right', 'left': None}",right,2.0
584,42,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'right', 'left': None}",right,2.0
585,42,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
586,42,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",forward,2.0
587,42,21,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",forward,2.0
588,42,20,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 20, 'waypoint': 'left', 'left': None}",,0.0
589,42,19,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 19, 'waypoint': 'left', 'left': None}",,0.0
590,42,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'left', 'left': None}",,0.0
591,42,17,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 17, 'waypoint': 'left', 'left': None}",left,2.0
592,42,16,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",,0.0
593,42,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",forward,2.0
594,42,14,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",,0.0
595,42,13,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 13, 'waypoint': 'forward', 'left': None}",,0.0
596,42,12,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 12, 'waypoint': 'forward', 'left': None}",,0.0
597,42,11,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 11, 'waypoint': 'forward', 'left': None}",,0.0
598,42,10,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 10, 'waypoint': 'forward', 'left': 'forward'}",,0.0
599,42,9,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 9, 'waypoint': 'forward', 'left': 'forward'}",forward,12.0
600,43,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'right', 'left': None}",right,2.0
601,43,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'right', 'left': None}",right,2.0
602,43,18,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 18, 'waypoint': 'right', 'left': None}",right,2.0
603,43,17,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 17, 'waypoint': 'left', 'left': None}",left,2.0
604,43,16,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",forward,2.0
605,43,15,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",,0.0
606,43,14,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",forward,12.0
607,44,40,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 40, 'waypoint': 'right', 'left': None}",right,2.0
608,44,39,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",,0.0
609,44,38,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",,0.0
610,44,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
611,44,36,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",forward,2.0
612,44,35,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",,0.0
613,44,34,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,2.0
614,44,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
615,44,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
616,44,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
617,44,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
618,44,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",forward,2.0
619,44,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'left', 'left': None}",left,2.0
620,44,27,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",forward,2.0
621,44,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
622,44,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",,0.0
623,44,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,12.0
624,45,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
625,45,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,2.0
626,45,23,"{'right': None, 'light': 'red', 'oncoming': 'left', 'deadline': 23, 'waypoint': 'forward', 'left': None}",left,-1.0
627,45,22,"{'right': None, 'light': 'red', 'oncoming': 'left', 'deadline': 22, 'waypoint': 'forward', 'left': None}",right,-0.5
628,45,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'left', 'left': None}",,0.0
629,45,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'left', 'left': None}",left,2.0
630,45,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'left', 'left': None}",left,2.0
631,45,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",,0.0
632,45,17,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",forward,2.0
633,45,16,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",,0.0
634,45,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",forward,12.0
635,46,20,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",,0.0
636,46,19,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",,0.0
637,46,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",,0.0
638,46,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
639,46,16,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",forward,2.0
640,46,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': 'forward'}",forward,2.0
641,46,14,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",,0.0
642,46,13,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 13, 'waypoint': 'forward', 'left': None}",,0.0
643,46,12,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 12, 'waypoint': 'forward', 'left': None}",,0.0
644,46,11,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 11, 'waypoint': 'forward', 'left': None}",,0.0
645,46,10,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 10, 'waypoint': 'forward', 'left': None}",forward,2.0
646,46,9,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 9, 'waypoint': 'left', 'left': None}",,0.0
