,tripId,deadline,inputs,action,reward
209,15,13,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 13, 'waypoint': 'forward', 'left': None}",,0.0
210,15,12,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 12, 'waypoint': 'forward', 'left': None}",forward,2.0
211,15,11,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 11, 'waypoint': 'forward', 'left': None}",forward,12.0
212,16,35,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",,0.0
213,16,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",,0.0
214,16,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
215,16,32,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",forward,2.0
216,16,31,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",forward,2.0
217,16,30,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",,0.0
218,16,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
219,16,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
220,16,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
221,16,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
222,16,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
223,16,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
224,16,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",forward,2.0
225,16,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",forward,2.0
226,16,21,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",forward,2.0
227,16,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'left', 'left': None}",left,12.0
228,17,60,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 60, 'waypoint': 'left', 'left': None}",,0.0
229,17,59,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 59, 'waypoint': 'left', 'left': None}",,0.0
230,17,58,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 58, 'waypoint': 'left', 'left': None}",,0.0
231,17,57,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 57, 'waypoint': 'left', 'left': None}",,0.0
232,17,56,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 56, 'waypoint': 'left', 'left': None}",left,2.0
233,17,55,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 55, 'waypoint': 'forward', 'left': None}",,0.0
234,17,54,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 54, 'waypoint': 'forward', 'left': None}",forward,2.0
235,17,53,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 53, 'waypoint': 'forward', 'left': None}",,0.0
236,17,52,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 52, 'waypoint': 'forward', 'left': None}",,0.0
237,17,51,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 51, 'waypoint': 'forward', 'left': None}",,0.0
238,17,50,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 50, 'waypoint': 'forward', 'left': None}",forward,2.0
239,17,49,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 49, 'waypoint': 'forward', 'left': 'right'}",,0.0
240,17,48,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 48, 'waypoint': 'forward', 'left': None}",,0.0
241,17,47,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 47, 'waypoint': 'forward', 'left': None}",,0.0
242,17,46,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 46, 'waypoint': 'forward', 'left': None}",,0.0
243,17,45,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 45, 'waypoint': 'forward', 'left': None}",,0.0
244,17,44,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 44, 'waypoint': 'forward', 'left': None}",forward,2.0
245,17,43,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 43, 'waypoint': 'forward', 'left': None}",,0.0
246,17,42,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 42, 'waypoint': 'forward', 'left': None}",,0.0
247,17,41,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 41, 'waypoint': 'forward', 'left': None}",,0.0
248,17,40,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 40, 'waypoint': 'forward', 'left': None}",forward,2.0
249,17,39,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",forward,2.0
250,17,38,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",forward,2.0
251,17,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'left', 'left': None}",,0.0
252,17,36,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 36, 'waypoint': 'left', 'left': None}",left,2.0
253,17,35,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",,0.0
254,17,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",,0.0
255,17,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
256,17,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
257,17,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
258,17,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
259,17,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
260,17,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
261,17,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
262,17,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
263,17,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
264,17,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
265,17,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
266,17,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
267,17,21,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",forward,2.0
268,17,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,12.0
269,18,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'left', 'left': None}",left,2.0
270,18,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",forward,2.0
271,18,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",forward,2.0
272,18,27,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",forward,2.0
273,18,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'right', 'left': None}",right,2.0
274,18,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,12.0
275,19,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
276,19,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",,0.0
277,19,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
278,19,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
279,19,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
280,19,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
281,19,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
282,19,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
283,19,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
284,19,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",forward,2.0
285,19,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",,0.0
286,19,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
287,19,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
288,19,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
289,19,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
290,19,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,2.0
291,19,19,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",,0.0
292,19,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",,0.0
293,19,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
294,19,16,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",,0.0
295,19,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",forward,2.0
296,19,14,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 14, 'waypoint': 'left', 'left': None}",left,2.0
297,19,13,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 13, 'waypoint': 'forward', 'left': None}",,0.0
298,19,12,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 12, 'waypoint': 'forward', 'left': None}",,0.0
299,19,11,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 11, 'waypoint': 'forward', 'left': None}",,0.0
300,19,10,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 10, 'waypoint': 'forward', 'left': None}",forward,12.0
301,20,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'left', 'left': None}",left,2.0
302,20,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",forward,2.0
303,20,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'right', 'left': None}",right,2.0
304,20,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
305,20,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",forward,2.0
306,20,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",,0.0
307,20,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
308,20,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
309,20,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
310,20,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
311,20,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,2.0
312,20,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",forward,12.0
313,21,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'left', 'left': None}",left,2.0
314,21,24,"{'right': 'left', 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'left', 'left': None}",left,2.0
315,21,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",forward,2.0
316,21,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",forward,2.0
317,21,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
318,21,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,12.0
319,22,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
320,22,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,2.0
321,22,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",forward,2.0
322,22,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",forward,2.0
323,22,21,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",forward,12.0
324,23,40,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 40, 'waypoint': 'forward', 'left': None}",forward,2.0
325,23,39,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",forward,2.0
326,23,38,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",,0.0
327,23,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
328,23,36,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",forward,2.0
329,23,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
330,23,34,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,2.0
331,23,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'left', 'left': None}",,0.0
332,23,32,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 32, 'waypoint': 'left', 'left': None}",left,2.0
333,23,31,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",forward,2.0
334,23,30,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",,0.0
335,23,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
336,23,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
337,23,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
338,23,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
339,23,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,12.0
340,24,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'left', 'left': None}",left,2.0
341,24,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'right', 'left': None}",right,2.0
342,24,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",,0.0
343,24,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
344,24,16,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",,0.0
345,24,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",forward,2.0
346,24,14,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",forward,12.0
347,25,20,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 20, 'waypoint': 'right', 'left': None}",right,2.0
348,25,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'right', 'left': None}",right,2.0
349,25,18,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 18, 'waypoint': 'right', 'left': None}",right,2.0
350,25,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
351,25,16,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",,0.0
352,25,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",forward,2.0
353,25,14,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",forward,2.0
354,25,13,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 13, 'waypoint': 'forward', 'left': None}",forward,12.0
355,26,40,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 40, 'waypoint': 'forward', 'left': None}",forward,2.0
356,26,39,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",,0.0
357,26,38,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",,0.0
358,26,37,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",forward,2.0
359,26,36,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",forward,2.0
360,26,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
361,26,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",,0.0
362,26,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
363,26,32,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",forward,2.0
364,26,31,"{'right': 'left', 'light': 'green', 'oncoming': None, 'deadline': 31, 'waypoint': 'left', 'left': None}",left,2.0
365,26,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
366,26,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
367,26,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",forward,12.0
368,27,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'right', 'left': None}",right,2.0
369,27,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",,0.0
370,27,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
371,27,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
372,27,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
373,27,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
374,27,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",forward,2.0
375,27,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': 'left'}",forward,2.0
376,27,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'right', 'left': None}",right,2.0
377,27,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",forward,2.0
378,27,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,12.0
379,28,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'right', 'left': None}",right,2.0
380,28,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'right', 'left': None}",right,2.0
381,28,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",,0.0
382,28,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
383,28,16,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",forward,2.0
384,28,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'right', 'left': None}",right,2.0
385,28,14,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",,0.0
386,28,13,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 13, 'waypoint': 'forward', 'left': None}",,0.0
387,28,12,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 12, 'waypoint': 'forward', 'left': None}",,0.0
388,28,11,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 11, 'waypoint': 'forward', 'left': None}",forward,2.0
389,28,10,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 10, 'waypoint': 'forward', 'left': None}",forward,12.0
390,29,45,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 45, 'waypoint': 'forward', 'left': None}",,0.0
391,29,44,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 44, 'waypoint': 'forward', 'left': None}",,0.0
392,29,43,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 43, 'waypoint': 'forward', 'left': None}",,0.0
393,29,42,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 42, 'waypoint': 'forward', 'left': None}",,0.0
394,29,41,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 41, 'waypoint': 'forward', 'left': None}",,0.0
395,29,40,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 40, 'waypoint': 'forward', 'left': None}",forward,2.0
396,29,39,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",forward,2.0
397,29,38,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",forward,2.0
398,29,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
399,29,36,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",,0.0
400,29,35,"{'right': None, 'light': 'red', 'oncoming': 'left', 'deadline': 35, 'waypoint': 'forward', 'left': None}",,0.0
401,29,34,"{'right': None, 'light': 'red', 'oncoming': 'left', 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,-1.0
402,29,33,"{'right': None, 'light': 'green', 'oncoming': 'left', 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
403,29,32,"{'right': None, 'light': 'green', 'oncoming': 'left', 'deadline': 32, 'waypoint': 'forward', 'left': None}",forward,2.0
404,29,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
405,29,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
406,29,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
407,29,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
408,29,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
409,29,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
410,29,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
411,29,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'right', 'left': None}",right,2.0
412,29,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",forward,2.0
413,29,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",forward,12.0
414,30,50,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 50, 'waypoint': 'left', 'left': None}",left,2.0
415,30,49,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 49, 'waypoint': 'forward', 'left': None}",,0.0
416,30,48,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 48, 'waypoint': 'forward', 'left': None}",,0.0
417,30,47,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 47, 'waypoint': 'forward', 'left': None}",,0.0
418,30,46,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 46, 'waypoint': 'forward', 'left': None}",forward,2.0
419,30,45,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 45, 'waypoint': 'forward', 'left': None}",,0.0
420,30,44,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 44, 'waypoint': 'forward', 'left': None}",,0.0
421,30,43,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 43, 'waypoint': 'forward', 'left': None}",,0.0
422,30,42,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 42, 'waypoint': 'forward', 'left': None}",,0.0
423,30,41,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 41, 'waypoint': 'forward', 'left': None}",,0.0
424,30,40,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 40, 'waypoint': 'forward', 'left': None}",forward,2.0
425,30,39,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",forward,2.0
426,30,38,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",,0.0
427,30,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
